1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
1 26 
1 27 
2 3 
3 18 
4 14 
4 16 
4 25 
4 29 
5 30 
6 4 
6 30 
7 3 
7 13 
8 5 
9 6 
10 24 
11 13 
12 6 
12 23 
13 30 
14 13 
14 19 
14 25 
14 30 
14 32 
15 11 
15 19 
15 21 
16 3 
16 6 
17 3 
17 4 
17 6 
17 15 
18 29 
19 7 
19 27 
19 30 
19 31 
20 33 
23 8 
24 5 
25 30 
26 13 
26 21 
26 32 
27 25 
28 16 
29 6 
29 21 
30 8 
31 30 
31 33 
32 31 
32 33 
33 14 
4 14 25 
17 6 4 
14 13 30 
14 19 30 
14 25 30 
19 31 30 
32 31 33 
