1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
1 5 
1 14 
1 22 
1 26 
1 28 
1 29 
1 32 
2 4 
2 5 
2 7 
2 14 
2 21 
2 22 
3 5 
3 11 
3 25 
3 28 
4 8 
4 11 
4 15 
4 21 
4 23 
5 8 
6 7 
6 20 
6 22 
6 32 
7 8 
7 9 
8 11 
8 18 
9 21 
9 22 
9 24 
9 31 
10 1 
10 16 
11 13 
11 25 
11 32 
12 20 
13 1 
13 7 
13 10 
13 20 
13 33 
14 13 
14 26 
14 27 
15 3 
15 18 
15 33 
16 14 
16 22 
16 25 
17 27 
17 29 
18 10 
18 14 
18 24 
19 10 
19 11 
20 7 
20 29 
21 2 
21 22 
21 32 
22 23 
22 32 
22 33 
23 14 
23 16 
23 22 
24 5 
24 9 
24 14 
24 21 
25 4 
25 19 
25 20 
26 31 
27 12 
27 30 
28 14 
28 15 
28 20 
29 11 
29 12 
29 14 
29 20 
29 32 
29 33 
30 8 
30 11 
30 19 
30 27 
30 31 
31 1 
31 11 
31 21 
31 27 
31 32 
31 33 
32 17 
33 24 
33 31 
1 14 26 
1 28 14 
1 29 14 
1 22 32 
1 29 32 
13 10 1 
31 1 32 
2 4 21 
2 21 22 
21 2 22 
3 11 25 
4 8 11 
6 20 7 
6 22 32 
13 20 7 
30 8 11 
9 21 22 
9 24 21 
24 9 21 
9 31 21 
30 19 11 
29 11 32 
30 31 11 
31 11 32 
29 12 20 
23 16 14 
18 24 14 
23 16 22 
21 22 32 
31 21 32 
30 31 27 
