1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
1 10 
1 15 
1 20 
1 32 
2 6 
2 9 
2 15 
3 19 
3 29 
3 32 
4 2 
4 11 
4 21 
4 26 
4 30 
5 3 
5 6 
5 19 
5 29 
6 1 
6 7 
6 23 
6 32 
7 22 
7 24 
7 26 
8 23 
8 33 
9 2 
9 19 
9 21 
9 28 
9 33 
10 12 
10 18 
10 21 
10 28 
10 29 
11 18 
11 24 
12 14 
13 11 
13 17 
13 18 
14 10 
14 21 
14 27 
15 26 
16 9 
17 2 
17 3 
17 12 
17 13 
18 12 
18 13 
18 15 
19 18 
19 27 
19 31 
19 32 
20 1 
20 6 
20 11 
20 13 
21 6 
21 16 
21 25 
22 10 
23 14 
23 18 
24 8 
24 21 
24 25 
24 30 
24 31 
25 3 
25 5 
25 33 
26 6 
26 9 
26 17 
26 25 
26 29 
27 16 
27 18 
27 25 
28 3 
28 10 
28 12 
30 7 
30 18 
30 32 
31 29 
32 16 
32 25 
32 26 
33 9 
33 13 
33 15 
33 17 
33 28 
6 1 32 
20 6 1 
3 19 32 
5 3 19 
5 3 29 
25 5 3 
9 33 28 
33 9 28 
10 18 12 
10 28 12 
28 10 12 
14 10 21 
13 11 18 
20 13 11 
33 13 17 
33 17 13 
19 27 18 
24 21 25 
32 26 25 
