1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
1 6 
1 10 
1 11 
1 12 
1 28 
2 6 
2 7 
2 12 
2 13 
2 26 
3 5 
3 9 
3 25 
4 23 
5 12 
5 13 
5 14 
5 19 
5 21 
5 31 
5 33 
6 3 
6 19 
6 21 
6 22 
7 21 
7 22 
7 30 
8 22 
8 23 
9 3 
9 17 
9 20 
10 15 
10 17 
11 7 
11 20 
11 28 
12 31 
13 2 
13 14 
13 18 
13 19 
13 20 
13 25 
14 6 
14 17 
14 29 
15 4 
15 9 
15 11 
15 20 
16 9 
16 33 
18 8 
18 17 
18 22 
18 31 
19 5 
19 8 
19 9 
19 31 
20 1 
20 7 
20 18 
20 28 
20 32 
21 6 
21 33 
22 7 
22 9 
22 19 
22 31 
23 1 
23 3 
23 7 
23 9 
23 12 
23 18 
24 15 
25 3 
25 4 
25 5 
26 3 
26 4 
26 11 
26 28 
26 31 
27 6 
27 12 
27 19 
28 9 
29 5 
29 8 
29 9 
29 14 
30 1 
30 11 
30 28 
30 31 
31 11 
31 16 
32 8 
32 19 
33 6 
33 7 
33 8 
33 16 
1 11 28 
30 1 11 
23 1 12 
30 1 28 
20 1 28 
3 25 5 
25 3 5 
23 3 9 
23 9 3 
5 12 31 
5 13 14 
5 13 19 
29 5 14 
5 19 31 
5 21 33 
19 5 31 
6 22 19 
27 6 19 
21 33 6 
11 20 7 
18 8 22 
32 19 8 
15 9 20 
22 19 9 
11 20 28 
30 11 28 
15 11 20 
26 11 28 
26 31 11 
30 31 11 
13 20 18 
18 22 31 
22 19 31 
30 1 11 28 
