1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
1 4 
1 6 
1 9 
1 10 
1 19 
1 28 
1 30 
2 8 
2 18 
2 19 
2 27 
3 2 
3 5 
3 7 
3 11 
3 23 
3 31 
3 32 
4 9 
4 12 
4 18 
4 19 
5 3 
5 8 
5 14 
5 21 
5 26 
5 28 
5 31 
5 32 
6 5 
6 20 
6 29 
7 4 
7 6 
7 19 
7 30 
7 31 
8 3 
8 14 
8 25 
8 28 
8 32 
8 33 
9 6 
9 10 
9 21 
9 22 
10 3 
10 4 
11 6 
11 18 
12 5 
12 7 
12 19 
13 1 
13 24 
13 29 
14 2 
14 17 
14 23 
14 27 
15 6 
15 17 
15 25 
16 13 
16 17 
16 24 
16 31 
16 32 
17 10 
17 27 
17 30 
18 11 
18 15 
18 16 
18 20 
18 21 
18 31 
19 8 
19 9 
19 15 
19 16 
20 12 
20 18 
20 19 
20 23 
20 32 
21 2 
21 5 
21 13 
21 23 
21 25 
22 13 
22 15 
22 24 
22 29 
24 6 
24 11 
24 20 
24 23 
24 32 
25 2 
25 3 
25 4 
25 30 
26 3 
26 11 
26 20 
26 27 
26 29 
26 33 
27 4 
27 5 
27 6 
27 11 
27 15 
27 22 
27 26 
28 5 
28 10 
28 14 
28 15 
28 18 
28 23 
29 1 
29 6 
29 7 
29 27 
29 31 
30 5 
30 7 
30 11 
30 19 
30 21 
30 24 
30 25 
30 29 
31 8 
31 9 
31 16 
31 17 
31 19 
31 32 
32 6 
32 8 
32 14 
32 28 
33 7 
33 10 
33 14 
33 19 
33 23 
33 29 
33 30 
1 4 9 
1 4 19 
1 10 4 
1 9 6 
29 1 6 
1 9 10 
1 19 9 
1 28 10 
1 30 19 
13 29 1 
2 19 8 
25 3 2 
14 2 27 
21 25 2 
3 5 31 
3 5 32 
3 7 31 
26 3 11 
3 31 32 
5 8 3 
5 26 3 
5 3 31 
5 3 32 
8 25 3 
8 3 32 
4 19 9 
4 12 19 
7 4 19 
5 8 14 
5 8 28 
5 8 32 
5 31 8 
5 32 8 
5 28 14 
28 5 14 
5 32 14 
30 5 21 
27 5 26 
5 32 28 
5 31 32 
27 6 5 
30 21 5 
24 6 20 
29 7 6 
24 11 6 
27 11 6 
27 15 6 
24 32 6 
29 27 6 
7 30 19 
30 7 19 
7 31 19 
33 7 19 
33 7 30 
12 7 19 
29 7 31 
30 29 7 
33 29 7 
33 30 7 
8 28 14 
8 32 14 
32 8 14 
8 33 14 
8 32 28 
32 8 28 
31 19 8 
31 8 32 
31 32 8 
31 19 9 
30 24 11 
26 27 11 
27 26 11 
20 12 19 
16 13 24 
22 13 24 
22 13 29 
14 17 27 
28 14 23 
33 14 23 
32 28 14 
28 18 15 
27 22 15 
16 31 17 
31 16 17 
16 24 32 
16 31 32 
18 16 31 
18 31 16 
31 19 16 
31 16 32 
33 30 19 
24 20 23 
24 20 32 
30 21 25 
26 29 27 
26 33 29 
33 30 29 
1 4 19 9 
3 5 31 32 
5 8 3 32 
5 3 31 32 
5 8 28 14 
5 8 32 14 
5 32 8 14 
5 8 32 28 
5 32 8 28 
5 31 8 32 
5 31 32 8 
5 32 28 14 
33 7 30 19 
33 30 7 19 
33 30 29 7 
8 32 28 14 
32 8 28 14 
5 8 32 28 14 
5 32 8 28 14 
