1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
1 10 
1 15 
1 22 
1 25 
1 29 
2 21 
2 26 
2 31 
3 8 
3 14 
3 18 
3 32 
4 21 
4 26 
4 27 
4 29 
5 9 
5 20 
5 23 
5 25 
6 4 
7 10 
7 11 
7 13 
7 20 
7 23 
7 24 
7 30 
8 18 
8 27 
8 30 
9 3 
9 16 
9 21 
9 28 
9 29 
10 15 
10 25 
11 10 
11 20 
11 23 
11 28 
11 29 
11 32 
12 5 
12 33 
14 19 
15 13 
15 22 
15 24 
16 3 
16 21 
17 1 
17 27 
18 1 
18 8 
18 21 
18 23 
18 28 
18 30 
18 31 
19 10 
19 23 
19 31 
20 30 
21 1 
21 31 
22 16 
22 33 
23 3 
24 5 
24 11 
25 2 
25 21 
26 7 
26 14 
26 16 
26 30 
27 15 
27 16 
27 30 
28 8 
28 29 
29 2 
29 5 
29 6 
29 9 
29 32 
30 7 
30 19 
31 7 
31 8 
31 9 
31 12 
31 15 
31 17 
31 19 
31 33 
32 1 
32 30 
33 4 
33 24 
33 27 
1 10 15 
1 10 25 
1 15 22 
18 21 1 
2 21 31 
25 2 21 
3 8 18 
3 18 8 
9 16 3 
33 4 27 
29 5 9 
7 11 10 
7 11 20 
7 11 23 
7 24 11 
7 20 30 
26 7 30 
26 30 7 
8 18 30 
8 27 30 
18 28 8 
18 8 30 
18 31 8 
9 16 21 
9 28 29 
11 28 29 
11 29 32 
31 12 33 
18 21 31 
