1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
2 11 
2 21 
2 22 
2 25 
3 20 
4 11 
4 19 
4 25 
4 27 
5 1 
5 4 
5 6 
5 11 
5 12 
5 25 
5 31 
6 3 
6 5 
6 8 
6 28 
6 30 
7 15 
7 22 
8 2 
8 9 
9 12 
10 7 
11 15 
11 20 
12 1 
12 5 
12 9 
12 10 
12 13 
12 14 
12 18 
12 27 
13 18 
13 20 
13 25 
13 28 
13 33 
14 5 
14 24 
14 27 
15 5 
15 12 
15 13 
16 7 
17 16 
18 9 
18 10 
18 25 
19 5 
19 7 
19 15 
20 7 
20 12 
20 14 
21 10 
21 12 
21 18 
21 23 
21 25 
22 4 
22 21 
22 26 
23 33 
24 7 
24 13 
24 14 
24 27 
24 31 
24 32 
25 10 
26 1 
26 4 
26 19 
26 32 
27 9 
27 13 
27 14 
27 19 
27 26 
28 8 
28 11 
28 20 
29 5 
29 16 
30 8 
30 22 
30 27 
30 29 
31 2 
31 20 
32 17 
33 2 
33 3 
33 12 
33 28 
33 29 
5 12 1 
12 5 1 
2 21 25 
2 22 21 
26 4 19 
4 27 19 
5 4 11 
5 4 25 
22 26 4 
15 5 12 
12 14 5 
15 12 5 
19 15 5 
6 28 8 
6 30 8 
19 7 15 
12 18 9 
12 27 9 
12 18 10 
21 12 10 
18 25 10 
21 18 10 
21 25 10 
28 11 20 
12 13 18 
15 12 13 
12 27 13 
12 14 27 
20 12 14 
12 27 14 
21 12 18 
13 18 25 
13 28 20 
13 33 28 
24 27 13 
14 24 27 
24 14 27 
24 27 14 
21 18 25 
27 26 19 
21 12 18 10 
21 18 25 10 
